tractFIPS_left,SUM of Qty,tree planting sentence,many tree %ile,few tree %ile,priority category,pcanopy,canopy sentence,high canopy %ile,low canopy %ile,requests,requests sentence,high req %ile,low req %ile,prio_rank
17031240300,21,less than 85.9801488833747% of other census tracts,14.01985112,85.98014888,low                                                                             ,26.78718475,more than 83.5820895522388% of other census tracts,83.58208955,16.41791045,61,less than 52.7363184079602% of other census tracts,47.26368159,52.73631841,91
17031240500,30,less than 77.9156327543424% of other census tracts,22.08436725,77.91563275,low                                                                             ,25.83629385,more than 78.7313432835821% of other census tracts,78.73134328,21.26865672,61,less than 52.7363184079602% of other census tracts,47.26368159,52.73631841,76
17031240600,26,less than 81.7617866004963% of other census tracts,18.2382134,81.7617866,medium                                                                          ,20.25195413,more than 50.7462686567164% of other census tracts,50.74626866,49.25373134,65,less than 50.1243781094527% of other census tracts,49.87562189,50.12437811,222
17031240700,9,less than 95.409429280397% of other census tracts,4.59057072,95.40942928,high                                                                            ,22.2206711,more than 60.9452736318408% of other census tracts,60.94527363,39.05472637,37,less than 69.1542288557214% of other census tracts,30.84577114,69.15422886,289
17031240800,32,less than 75.8064516129032% of other census tracts,24.19354839,75.80645161,high                                                                            ,21.08959168,more than 54.9751243781095% of other census tracts,54.97512438,45.02487562,50,less than 59.9502487562189% of other census tracts,40.04975124,59.95024876,298
17031240900,218,more than 94.5409429280397% of other census tracts,94.54094293,5.459057072,medium                                                                          ,23.30397841,more than 66.1691542288557% of other census tracts,66.16915423,33.83084577,38,less than 68.5323383084577% of other census tracts,31.46766169,68.53233831,262
17031241000,61,less than 52.2332506203474% of other census tracts,47.76674938,52.23325062,high                                                                            ,20.21797583,more than 50.497512437811% of other census tracts,50.49751244,49.50248756,115,more than 72.3880597014925% of other census tracts,72.3880597,27.6119403,297
17031241100,107,more than 74.317617866005% of other census tracts,74.31761787,25.68238213,medium                                                                          ,26.07234591,more than 79.9751243781095% of other census tracts,79.97512438,20.02487562,145,more than 78.8557213930348% of other census tracts,78.85572139,21.14427861,217
17031241200,32,less than 75.8064516129032% of other census tracts,24.19354839,75.80645161,medium                                                                          ,22.5596816,more than 63.0597014925373% of other census tracts,63.05970149,36.94029851,55,less than 56.3432835820896% of other census tracts,43.65671642,56.34328358,191
17031241300,21,less than 85.9801488833747% of other census tracts,14.01985112,85.98014888,low                                                                             ,38.4697749,more than 98.134328358209% of other census tracts,98.13432836,1.865671642,36,less than 70.8955223880597% of other census tracts,29.10447761,70.89552239,31
17031241400,65,more than 50.9925558312655% of other census tracts,50.99255583,49.00744417,medium                                                                          ,28.29297042,more than 87.6865671641791% of other census tracts,87.68656716,12.31343284,145,more than 78.8557213930348% of other census tracts,78.85572139,21.14427861,133
17031241500,51,less than 59.8014888337469% of other census tracts,40.19851117,59.80148883,medium                                                                          ,16.25974713,less than 73.3830845771144% of other census tracts,26.61691542,73.38308458,110,more than 70.771144278607% of other census tracts,70.77114428,29.22885572,176
17031241600,23,less than 84.3672456575682% of other census tracts,15.63275434,84.36724566,medium                                                                          ,17.91774505,less than 64.1791044776119% of other census tracts,35.82089552,64.17910448,74,more than 53.9800995024876% of other census tracts,53.9800995,46.0199005,213
